# OCP of NMC111 (cathode) vs Li/Li+ digitized from https://real.hanyang.ac.kr/materials
# sto,ocp
0.367500,4.501090
0.368330,4.499000
0.369170,4.496900
0.370000,4.494760
0.370830,4.492630
0.371670,4.490410
0.372500,4.488250
0.373330,4.486060
0.374170,4.483910
0.375000,4.481720
0.375830,4.479530
0.376670,4.477340
0.377500,4.475100
0.378330,4.472860
0.379170,4.470540
0.380000,4.468270
0.380830,4.465990
0.381670,4.463750
0.382500,4.461430
0.383330,4.459130
0.384170,4.456750
0.385000,4.454400
0.385830,4.452060
0.386670,4.449730
0.387500,4.447380
0.388330,4.445020
0.389170,4.442630
0.390000,4.440240
0.390830,4.437840
0.391670,4.435410
0.392500,4.433000
0.393330,4.430590
0.394170,4.428190
0.395000,4.425760
0.395830,4.423330
0.396670,4.420860
0.397500,4.418430
0.398330,4.415990
0.399170,4.413560
0.400000,4.411190
0.400830,4.408820
0.401670,4.406500
0.402500,4.404160
0.403330,4.401820
0.404170,4.399420
0.405000,4.397130
0.405830,4.394830
0.406670,4.392620
0.407500,4.390400
0.408330,4.388170
0.409170,4.385930
0.410000,4.383780
0.410830,4.381610
0.411670,4.379530
0.412500,4.377450
0.413330,4.375390
0.414170,4.373350
0.415000,4.371350
0.415830,4.369340
0.416670,4.367360
0.417500,4.365430
0.418330,4.363500
0.419170,4.361610
0.420000,4.359720
0.420830,4.357830
0.421670,4.355970
0.422500,4.354110
0.423330,4.352260
0.424170,4.350420
0.425000,4.348620
0.425830,4.346820
0.426670,4.345070
0.427500,4.343320
0.428330,4.341550
0.429170,4.339770
0.430000,4.338020
0.430830,4.336240
0.431670,4.334460
0.432500,4.332710
0.433330,4.330960
0.434170,4.329260
0.435000,4.327520
0.435830,4.325760
0.436670,4.323990
0.437500,4.322220
0.438330,4.320440
0.439170,4.318720
0.440000,4.316910
0.440830,4.315110
0.441670,4.313270
0.442500,4.311410
0.443330,4.309560
0.444170,4.307720
0.445000,4.305800
0.445830,4.303880
0.446670,4.301900
0.447500,4.299900
0.448330,4.297890
0.449170,4.295830
0.450000,4.293780
0.450830,4.291730
0.451670,4.289630
0.452500,4.287570
0.453330,4.285490
0.454170,4.283390
0.455000,4.281340
0.455830,4.279290
0.456670,4.277220
0.457500,4.275220
0.458330,4.273250
0.459170,4.271330
0.460000,4.269420
0.460830,4.267520
0.461670,4.265630
0.462500,4.263820
0.463330,4.262000
0.464170,4.260260
0.465000,4.258510
0.465830,4.256760
0.466670,4.255000
0.467500,4.253320
0.468330,4.251630
0.469170,4.250050
0.470000,4.248430
0.470830,4.246800
0.471670,4.245160
0.472500,4.243530
0.473330,4.241890
0.474170,4.240250
0.475000,4.238640
0.475830,4.237030
0.476670,4.235450
0.477500,4.233850
0.478330,4.232260
0.479170,4.230680
0.480000,4.229050
0.480830,4.227440
0.481670,4.225840
0.482500,4.224160
0.483330,4.222490
0.484170,4.220730
0.485000,4.218960
0.485830,4.217200
0.486670,4.215430
0.487500,4.213570
0.488330,4.211700
0.489170,4.209780
0.490000,4.207760
0.490830,4.205740
0.491670,4.203630
0.492500,4.201430
0.493330,4.199250
0.494170,4.196980
0.495000,4.194610
0.495830,4.192240
0.496670,4.189720
0.497500,4.187170
0.498330,4.184620
0.499170,4.181910
0.500000,4.179320
0.500830,4.176730
0.501670,4.174090
0.502500,4.171570
0.503330,4.169060
0.504170,4.166600
0.505000,4.164240
0.505830,4.161880
0.506670,4.159580
0.507500,4.157410
