x_p,delta_V
0.4537652955,0.0159545232
0.4538618463,0.0160288640
0.4539583972,0.0161032530
0.4540549481,0.0161776862
0.4541514990,0.0162521597
0.4542480499,0.0163266694
0.4543446007,0.0164012070
0.4544411516,0.0164751319
0.4545377025,0.0165490341
0.4546342534,0.0166229097
0.4547308042,0.0166967547
0.4548273551,0.0167705652
0.4549239060,0.0168443373
0.4550204569,0.0169180668
0.4551170078,0.0169917499
0.4552135587,0.0170653825
0.4553101096,0.0171389608
0.4554066604,0.0172124807
0.4555032113,0.0172859384
0.4555997622,0.0173593297
0.4556963131,0.0174326507
0.4557928640,0.0175058976
0.4558894149,0.0175790662
0.4559859658,0.0176521527
0.4560825167,0.0177251530
0.4561790676,0.0177980632
0.4562756185,0.0178708794
0.4563721694,0.0179435975
0.4564687202,0.0180162135
0.4565652711,0.0180887237
0.4566618220,0.0181608947
0.4567583729,0.0182320259
0.4568549239,0.0183030577
0.4569514748,0.0183739862
0.4570480257,0.0184448075
0.4571445766,0.0185155175
0.4572411275,0.0185861124
0.4573376784,0.0186565881
0.4574342293,0.0187269407
0.4575307802,0.0187971662
0.4576273311,0.0188672606
0.4577238820,0.0189372200
0.4578204329,0.0190070404
0.4579169838,0.0190767178
0.4580135347,0.0191462483
0.4581100856,0.0192156278
0.4582066365,0.0192848525
0.4583031874,0.0193539183
0.4583997383,0.0194228214
0.4584962892,0.0194915576
0.4585928401,0.0195601231
0.4586893910,0.0196285138
0.4587859419,0.0196967259
0.4588824928,0.0197647553
0.4589790438,0.0198315389
0.4590755947,0.0198964451
0.4591721456,0.0199611567
0.4592686965,0.0200256698
0.4593652475,0.0200899804
0.4594617984,0.0201540845
0.4595583493,0.0202179781
0.4596549002,0.0202816574
0.4597514511,0.0203451182
0.4598480021,0.0204083567
0.4599445530,0.0204713689
0.4600411039,0.0205341508
0.4601376548,0.0205966984
0.4602342058,0.0206590078
0.4603307567,0.0207210750
0.4604273076,0.0207828960
0.4605238585,0.0208444669
0.4606204094,0.0209057836
0.4607169604,0.0209668423
0.4608135113,0.0210276390
0.4609100622,0.0210881696
0.4610066131,0.0211484303
0.4611031641,0.0212084170
0.4611997150,0.0212681258
0.4612962659,0.0213257413
0.4613928168,0.0213817323
0.4614893678,0.0214374334
0.4615859187,0.0214928407
0.4616824697,0.0215479503
0.4617790206,0.0216027581
0.4618755715,0.0216572602
0.4619721225,0.0217114527
0.4620686734,0.0217653315
0.4621652243,0.0218188926
0.4622617753,0.0218721322
0.4623583262,0.0219250463
0.4624548771,0.0219776308
0.4625514281,0.0220298818
0.4626479790,0.0220817954
0.4627445299,0.0221333676
0.4628410809,0.0221845943
0.4629376318,0.0222354717
0.4630341827,0.0222859958
0.4631307337,0.0223361625
0.4632272846,0.0223859680
0.4633238356,0.0224349050
0.4634203865,0.0224805144
0.4635169374,0.0225257507
0.4636134884,0.0225706097
0.4637100393,0.0226150877
0.4638065903,0.0226591805
0.4639031412,0.0227028843
0.4639996922,0.0227461951
0.4640962431,0.0227891089
0.4641927941,0.0228316217
0.4642893450,0.0228737296
0.4643858960,0.0229154286
0.4644824469,0.0229567147
0.4645789978,0.0229975839
0.4646755488,0.0230380324
0.4647720997,0.0230780561
0.4648686507,0.0231176510
0.4649652016,0.0231568132
0.4650617526,0.0231955388
0.4651583035,0.0232329537
0.4652548545,0.0232676546
0.4653514054,0.0233019069
0.4654479564,0.0233357067
0.4655445073,0.0233690500
0.4656410583,0.0234019327
0.4657376092,0.0234343510
0.4658341602,0.0234663008
0.4659307111,0.0234977783
0.4660272621,0.0235287793
0.4661238131,0.0235593000
0.4662203640,0.0235893364
0.4663169150,0.0236188845
0.4664134659,0.0236479403
0.4665100169,0.0236765000
0.4666065678,0.0237045594
0.4667031188,0.0237321147
0.4667996697,0.0237577485
0.4668962207,0.0237815324
0.4669927716,0.0238048002
0.4670893226,0.0238275479
0.4671858736,0.0238497717
0.4672824245,0.0238714675
0.4673789755,0.0238926313
0.4674755264,0.0239132592
0.4675720774,0.0239333473
0.4676686284,0.0239528914
0.4677651793,0.0239718878
0.4678617303,0.0239903324
0.4679582812,0.0240082212
0.4680548322,0.0240255503
0.4681513832,0.0240423157
0.4682479341,0.0240576109
0.4683444851,0.0240711216
0.4684410360,0.0240840567
0.4685375870,0.0240964122
0.4686341380,0.0241081842
0.4687306889,0.0241193687
0.4688272399,0.0241299617
0.4689237909,0.0241399593
0.4690203418,0.0241493574
0.4691168928,0.0241581521
0.4692134437,0.0241663395
0.4693099947,0.0241739156
0.4694065457,0.0241808763
0.4695030966,0.0241872178
0.4695996476,0.0241929361
0.4696961986,0.0241970962
0.4697927495,0.0241985965
0.4698893005,0.0241990322
0.4699858515,0.0241984097
0.4700824024,0.0241967353
0.4701789534,0.0241940154
0.4702755044,0.0241902564
0.4703720553,0.0241854647
0.4704686063,0.0241796466
0.4705651573,0.0241728085
0.4706617082,0.0241649569
0.4707582592,0.0241560980
0.4708548102,0.0241462383
0.4709513611,0.0241353842
0.4710479121,0.0241235419
0.4711444631,0.0241102898
0.4712410140,0.0240946564
0.4713375650,0.0240778331
0.4714341160,0.0240598261
0.4715306670,0.0240406419
0.4716272179,0.0240202867
0.4717237689,0.0239987671
0.4718203199,0.0239760893
0.4719168708,0.0239522598
0.4720134218,0.0239272849
0.4721099728,0.0239011709
0.4722065238,0.0238739244
0.4723030747,0.0238455516
0.4723996257,0.0238160590
0.4724961767,0.0237854529
0.4725927277,0.0237538924
0.4726892786,0.0237220721
0.4727858296,0.0236892786
0.4728823806,0.0236555181
0.4729789315,0.0236207971
0.4730754825,0.0235851219
0.4731720335,0.0235484990
0.4732685845,0.0235109346
0.4733651354,0.0234724352
0.4734616864,0.0234330071
0.4735582374,0.0233926568
0.4736547883,0.0233513906
0.4737513393,0.0233092148
0.4738478903,0.0232661359
0.4739444413,0.0232221603
0.4740409922,0.0231772666
0.4741375432,0.0231311392
0.4742340942,0.0230840877
0.4743306451,0.0230361185
0.4744271961,0.0229872380
0.4745237471,0.0229374526
0.4746202981,0.0228867685
0.4747168490,0.0228351923
0.4748134000,0.0227827302
0.4749099510,0.0227293887
0.4750065020,0.0226751741
0.4751030529,0.0226200929
0.4751996039,0.0225641513
0.4752961549,0.0225073558
0.4753927058,0.0224497127
0.4754892568,0.0223912285
0.4755858078,0.0223319661
0.4756823588,0.0222718829
0.4757789097,0.0222109848
0.4758754607,0.0221492781
0.4759720117,0.0220867692
0.4760685627,0.0220234645
0.4761651136,0.0219593705
0.4762616646,0.0218944933
0.4763582156,0.0218288395
0.4764547665,0.0217624154
0.4765513175,0.0216952275
0.4766478685,0.0216272819
0.4767444195,0.0215585853
0.4768409704,0.0214891438
0.4769375214,0.0214189640
0.4770340724,0.0213481258
0.4771306234,0.0212765796
0.4772271743,0.0212043243
0.4773237253,0.0211313663
0.4774202763,0.0210577120
0.4775168272,0.0209833678
0.4776133782,0.0209083400
0.4777099292,0.0208326351
0.4778064802,0.0207562593
0.4779030311,0.0206792192
0.4779995821,0.0206015210
0.4780961331,0.0205231711
0.4781926840,0.0204441760
0.4782892350,0.0203645419
0.4783857860,0.0202842754
0.4784823370,0.0202033826
0.4785788879,0.0201218701
0.4786754389,0.0200397442
0.4787719899,0.0199570113
0.4788685408,0.0198736778
0.4789650918,0.0197897500
0.4790616428,0.0197052343
0.4791581937,0.0196201371
0.4792547447,0.0195344648
0.4793512957,0.0194482237
0.4794478467,0.0193614203
0.4795443976,0.0192740608
0.4796409486,0.0191861518
0.4797374996,0.0190976995
0.4798340505,0.0190087104
0.4799306015,0.0189194797
0.4800271525,0.0188298538
0.4801237034,0.0187397358
0.4802202544,0.0186491321
0.4803168054,0.0185580490
0.4804133563,0.0184664930
0.4805099073,0.0183744703
0.4806064583,0.0182819874
0.4807030092,0.0181890506
0.4807995602,0.0180956664
0.4808961112,0.0180018411
0.4809926621,0.0179075811
0.4810892131,0.0178128927
0.4811857640,0.0177177824
0.4812823150,0.0176222565
0.4813788660,0.0175263214
0.4814754169,0.0174299835
0.4815719679,0.0173332491
0.4816685189,0.0172361247
0.4817650698,0.0171386165
0.4818616208,0.0170407311
0.4819581717,0.0169424747
0.4820547227,0.0168438537
0.4821512737,0.0167448746
0.4822478246,0.0166455437
0.4823443756,0.0165458673
0.4824409265,0.0164458519
0.4825374775,0.0163455039
0.4826340285,0.0162448295
0.4827305794,0.0161438352
0.4828271304,0.0160425274
0.4829236813,0.0159409125
0.4830202323,0.0158389967
0.4831167833,0.0157367866
0.4832133342,0.0156342884
0.4833098852,0.0155315086
0.4834064361,0.0154284536
0.4835029871,0.0153251296
0.4835995381,0.0152215431
0.4836960890,0.0151177005
0.4837926400,0.0150136082
0.4838891909,0.0149092724
0.4839857419,0.0148046997
0.4840822928,0.0146998963
0.4841788438,0.0145948687
0.4842753947,0.0144896233
0.4843719457,0.0143841663
0.4844684967,0.0142785043
0.4845650476,0.0141726435
0.4846615986,0.0140665903
0.4847581495,0.0139603512
0.4848547005,0.0138539325
0.4849512514,0.0137473405
0.4850478024,0.0136405817
0.4851443533,0.0135336625
0.4852409043,0.0134265892
0.4853374552,0.0133193681
0.4854340062,0.0132120058
0.4855305571,0.0131045084
0.4856271081,0.0129968825
0.4857236591,0.0128895177
0.4858202100,0.0127826800
0.4859167609,0.0126757659
0.4860133119,0.0125687819
0.4861098628,0.0124617342
0.4862064138,0.0123546292
0.4863029647,0.0122474733
0.4863995157,0.0121402730
0.4864960666,0.0120330345
0.4865926175,0.0119257643
0.4866891685,0.0118184687
0.4867857194,0.0117111541
0.4868822704,0.0116038268
0.4869788213,0.0114964934
0.4870753722,0.0113891601
0.4871719232,0.0112818333
0.4872684741,0.0111745194
0.4873650251,0.0110672248
0.4874615760,0.0109599558
0.4875581269,0.0108527188
0.4876546779,0.0107455203
0.4877512288,0.0106383665
0.4878477797,0.0105312640
0.4879443307,0.0104242189
0.4880408816,0.0103172378
0.4881374325,0.0102103270
0.4882339835,0.0101034928
0.4883305344,0.0099967417
0.4884270853,0.0098900800
0.4885236363,0.0097835142
0.4886201872,0.0096770505
0.4887167381,0.0095706954
0.4888132891,0.0094644552
0.4889098400,0.0093583364
0.4890063909,0.0092523452
0.4891029419,0.0091464882
0.4891994928,0.0090407715
0.4892960437,0.0089352018
0.4893925946,0.0088297852
0.4894891456,0.0087245282
0.4895856965,0.0086194372
0.4896822474,0.0085145185
0.4897787983,0.0084097786
0.4898753493,0.0083052237
0.4899719002,0.0082008603
0.4900684511,0.0080966948
0.4901650020,0.0079927335
0.4902615530,0.0078889829
0.4903581039,0.0077854492
0.4904546548,0.0076821389
0.4905512057,0.0075790583
0.4906477567,0.0074762139
0.4907443076,0.0073739842
0.4908408585,0.0072724294
0.4909374094,0.0071711595
0.4910339603,0.0070701809
0.4911305112,0.0069695000
0.4912270622,0.0068691231
0.4913236131,0.0067690565
0.4914201640,0.0066693068
0.4915167149,0.0065698803
0.4916132658,0.0064707833
0.4917098167,0.0063720222
0.4918063676,0.0062736034
0.4919029185,0.0061755333
0.4919994694,0.0060778182
0.4920960203,0.0059804646
0.4921925712,0.0058834788
0.4922891221,0.0057868672
0.4923856730,0.0056906362
0.4924822240,0.0055947921
0.4925787749,0.0054993413
0.4926753258,0.0054042902
0.4927718767,0.0053096452
0.4928684276,0.0052154127
0.4929649785,0.0051215990
0.4930615294,0.0050282105
0.4931580803,0.0049352536
0.4932546312,0.0048427347
0.4933511821,0.0047506601
0.4934477330,0.0046590363
0.4935442838,0.0045678695
0.4936408347,0.0044771663
0.4937373856,0.0043869329
0.4938339365,0.0042971757
0.4939304874,0.0042079012
0.4940270383,0.0041191156
0.4941235892,0.0040308254
0.4942201401,0.0039430370
0.4943166910,0.0038557567
0.4944132419,0.0037689909
0.4945097928,0.0036827459
0.4946063437,0.0035970283
0.4947028945,0.0035118442
0.4947994454,0.0034272002
0.4948959963,0.0033431026
0.4949925472,0.0032595578
0.4950890981,0.0031765721
0.4951856490,0.0030941519
0.4952821999,0.0030123037
0.4953787507,0.0029310337
0.4954753016,0.0028503484
0.4955718525,0.0027702541
0.4956684034,0.0026907573
0.4957649543,0.0026124062
0.4958615051,0.0025350905
0.4959580560,0.0024584272
0.4960546069,0.0023824226
0.4961511578,0.0023070831
0.4962477086,0.0022324150
0.4963442595,0.0021584248
0.4964408104,0.0020851189
0.4965373612,0.0020125035
0.4966339121,0.0019405851
0.4967304629,0.0018693701
0.4968270138,0.0017988648
0.4969235647,0.0017290757
0.4970201155,0.0016600090
0.4971166664,0.0015916712
0.4972132173,0.0015240686
0.4973097681,0.0014572077
0.4974063190,0.0013910948
0.4975028698,0.0013257363
0.4975994207,0.0012611385
0.4976959715,0.0011973079
0.4977925224,0.0011342508
0.4978890732,0.0010719736
0.4979856241,0.0010104826
0.4980821749,0.0009497843
0.4981787258,0.0008898851
0.4982752766,0.0008307912
0.4983718275,0.0007725092
0.4984683783,0.0007150453
0.4985649292,0.0006584059
0.4986614800,0.0006025975
0.4987580309,0.0005473648
0.4988545817,0.0004924474
0.4989511326,0.0004378435
0.4990476834,0.0003835516
0.4991442342,0.0003295699
0.4992407851,0.0002758967
0.4993373359,0.0002225304
0.4994338868,0.0001694693
0.4995304376,0.0001167117
0.4996269884,0.0000642558
0.4997235393,0.0000121002
0.4998200901,-0.0000397570
0.4999166409,-0.0000913174
0.5000131918,-0.0001425827
0.5001097426,-0.0001935546
0.5002062934,-0.0002442347
0.5003028443,-0.0002946248
0.5003993951,-0.0003447265
0.5004959459,-0.0003945414
0.5005924967,-0.0004440713
0.5006890476,-0.0004933179
0.5007855984,-0.0005417898
0.5008821492,-0.0005897209
0.5009787000,-0.0006373459
0.5010752508,-0.0006846665
0.5011718016,-0.0007316843
0.5012683525,-0.0007784010
0.5013649033,-0.0008248184
0.5014614541,-0.0008709380
0.5015580049,-0.0009167617
0.5016545557,-0.0009622909
0.5017511065,-0.0010075275
0.5018476573,-0.0010524731
0.5019442081,-0.0010971294
0.5020407589,-0.0011414981
0.5021373097,-0.0011855808
0.5022338605,-0.0012293793
0.5023304113,-0.0012728951
0.5024269621,-0.0013161300
0.5025235129,-0.0013590857
0.5026200637,-0.0014017639
0.5027166145,-0.0014441661
0.5028131653,-0.0014862942
0.5029097161,-0.0015281497
0.5030062669,-0.0015697344
0.5031028177,-0.0016110500
0.5031993685,-0.0016520980
0.5032959193,-0.0016928803
0.5033924701,-0.0017333984
0.5034890208,-0.0017736541
0.5035855716,-0.0018136490
0.5036821224,-0.0018533848
0.5037786732,-0.0018928633
0.5038752240,-0.0019320860
0.5039717748,-0.0019710546
0.5040683255,-0.0020097709
0.5041648763,-0.0020482365
0.5042614271,-0.0020864531
0.5043579779,-0.0021244223
0.5044545286,-0.0021621459
0.5045510794,-0.0021996256
0.5046476302,-0.0022368629
0.5047441810,-0.0022738596
0.5048407317,-0.0023106174
0.5049372825,-0.0023471379
0.5050338333,-0.0023834229
0.5051303840,-0.0024194740
0.5052269348,-0.0024552928
0.5053234856,-0.0024908811
0.5054200363,-0.0025262405
0.5055165871,-0.0025613728
0.5056131378,-0.0025962795
0.5057096886,-0.0026309625
0.5058062394,-0.0026651840
0.5059027901,-0.0026990987
0.5059993409,-0.0027327766
0.5060958916,-0.0027662188
0.5061924424,-0.0027994269
0.5062889931,-0.0028324021
0.5063855439,-0.0028651458
0.5064820946,-0.0028976593
0.5065786454,-0.0029299439
0.5066751961,-0.0029620011
0.5067717468,-0.0029938320
0.5068682976,-0.0030254382
0.5069648483,-0.0030568209
0.5070613991,-0.0030879814
0.5071579498,-0.0031189211
0.5072545005,-0.0031496414
0.5073510513,-0.0031801436
0.5074476020,-0.0032104290
0.5075441527,-0.0032404990
0.5076407034,-0.0032703549
0.5077372542,-0.0032999980
0.5078338049,-0.0033294297
0.5079303556,-0.0033586514
0.5080269063,-0.0033876644
0.5081234571,-0.0034164700
0.5082200078,-0.0034450695
0.5083165585,-0.0034734644
0.5084131092,-0.0035016559
0.5085096599,-0.0035296453
0.5086062106,-0.0035574342
0.5087027614,-0.0035850237
0.5087993121,-0.0036124152
0.5088958628,-0.0036396100
0.5089924135,-0.0036666096
0.5090889642,-0.0036934152
0.5091855149,-0.0037200282
0.5092820656,-0.0037464499
0.5093786163,-0.0037726816
0.5094751670,-0.0037987248
0.5095717177,-0.0038245807
0.5096682684,-0.0038502507
0.5097648191,-0.0038757362
0.5098613698,-0.0039010384
0.5099579205,-0.0039261588
0.5100544712,-0.0039510986
0.5101510219,-0.0039758591
0.5102475726,-0.0040004419
0.5103441232,-0.0040248481
0.5104406739,-0.0040490791
0.5105372246,-0.0040731364
0.5106337753,-0.0040970211
0.5107303260,-0.0041207346
0.5108268766,-0.0041442897
0.5109234273,-0.0041676786
0.5110199780,-0.0041909012
0.5111165287,-0.0042139587
0.5112130794,-0.0042368526
0.5113096300,-0.0042595842
0.5114061807,-0.0042821549
0.5115027314,-0.0043045660
0.5115992820,-0.0043268188
0.5116958327,-0.0043489147
0.5117923834,-0.0043708552
0.5118889340,-0.0043926415
0.5119854847,-0.0044142749
0.5120820354,-0.0044357569
0.5121785860,-0.0044570888
0.5122751367,-0.0044782720
0.5123716873,-0.0044993078
0.5124682380,-0.0045201975
0.5125647886,-0.0045409426
0.5126613393,-0.0045615443
0.5127578899,-0.0045820041
0.5128544406,-0.0046023233
0.5129509912,-0.0046225032
0.5130475419,-0.0046425453
0.5131440925,-0.0046624508
0.5132406432,-0.0046822211
0.5133371938,-0.0047018576
0.5134337445,-0.0047213616
0.5135302951,-0.0047407345
0.5136268457,-0.0047599776
0.5137233964,-0.0047790924
0.5138199470,-0.0047980800
0.5139164976,-0.0048169420
0.5140130483,-0.0048356797
0.5141095989,-0.0048542943
0.5142061495,-0.0048727874
0.5143027002,-0.0048911602
0.5143992508,-0.0049094140
0.5144958014,-0.0049275503
0.5145923520,-0.0049455704
0.5146889027,-0.0049634757
0.5147854533,-0.0049812674
0.5148820039,-0.0049989471
0.5149785545,-0.0050165159
0.5150751051,-0.0050339754
0.5151716557,-0.0050513267
0.5152682063,-0.0050685714
0.5153647570,-0.0050857107
0.5154613076,-0.0051027460
0.5155578582,-0.0051196786
0.5156544088,-0.0051365100
0.5157509594,-0.0051532414
0.5158475100,-0.0051698957
0.5159440606,-0.0051864548
0.5160406112,-0.0052029193
0.5161371618,-0.0052192906
0.5162337124,-0.0052355700
0.5163302630,-0.0052517591
0.5164268135,-0.0052678591
0.5165233641,-0.0052838714
0.5166199147,-0.0052997975
0.5167164653,-0.0053156386
0.5168130159,-0.0053313962
0.5169095665,-0.0053470717
0.5170061171,-0.0053626663
0.5171026676,-0.0053781816
0.5171992182,-0.0053936189
0.5172957688,-0.0054089795
0.5173923194,-0.0054242649
0.5174888699,-0.0054394764
0.5175854205,-0.0054546154
0.5176819711,-0.0054696833
0.5177785217,-0.0054846815
0.5178750722,-0.0054996113
0.5179716228,-0.0055144742
0.5180681734,-0.0055292714
0.5181647239,-0.0055440045
0.5182612745,-0.0055586747
0.5183578250,-0.0055732834
0.5184543756,-0.0055878321
0.5185509261,-0.0056023221
0.5186474767,-0.0056167547
0.5187440272,-0.0056311315
0.5188405778,-0.0056454537
0.5189371283,-0.0056597227
0.5190336789,-0.0056739399
0.5191302294,-0.0056881067
0.5192267800,-0.0057022244
0.5193233305,-0.0057162945
0.5194198811,-0.0057303184
0.5195164316,-0.0057442973
0.5196129821,-0.0057582327
0.5197095327,-0.0057721260
0.5198060832,-0.0057859785
0.5199026337,-0.0057997917
0.5199991843,-0.0058135668
0.5200957348,-0.0058273053
0.5201922853,-0.0058410086
0.5202888358,-0.0058547018
0.5203853864,-0.0058684370
0.5204819369,-0.0058821501
0.5205784874,-0.0058958427
0.5206750379,-0.0059095165
0.5207715884,-0.0059231732
0.5208681390,-0.0059368146
0.5209646895,-0.0059504421
0.5210612400,-0.0059640577
0.5211577905,-0.0059776628
0.5212543410,-0.0059912592
0.5213508915,-0.0060048486
0.5214474420,-0.0060184327
0.5215439925,-0.0060320131
0.5216405430,-0.0060455915
0.5217370935,-0.0060591697
0.5218336440,-0.0060727491
0.5219301945,-0.0060863317
0.5220267450,-0.0060999190
0.5221232955,-0.0061135126
0.5222198460,-0.0061271144
0.5223163965,-0.0061407260
0.5224129470,-0.0061543489
0.5225094975,-0.0061679851
0.5226060480,-0.0061816360
0.5227025984,-0.0061953034
0.5227991489,-0.0062089890
0.5228956994,-0.0062226944
0.5229922499,-0.0062364214
0.5230888004,-0.0062501715
0.5231853508,-0.0062639466
0.5232819013,-0.0062777481
0.5233784518,-0.0062915780
0.5234750022,-0.0063054377
0.5235715527,-0.0063193291
0.5236681032,-0.0063332537
0.5237646537,-0.0063472133
0.5238612041,-0.0063612096
0.5239577546,-0.0063752441
0.5240543050,-0.0063893187
0.5241508555,-0.0064034349
0.5242474060,-0.0064175945
0.5243439564,-0.0064317991
0.5244405069,-0.0064460504
0.5245370573,-0.0064603501
0.5246336078,-0.0064746999
0.5247301582,-0.0064891014
0.5248267087,-0.0065034680
0.5249232591,-0.0065178101
0.5250198096,-0.0065322022
0.5251163600,-0.0065466458
0.5252129104,-0.0065611427
0.5253094609,-0.0065756945
0.5254060113,-0.0065903030
0.5255025618,-0.0066049697
0.5255991122,-0.0066196965
0.5256956626,-0.0066344849
0.5257922131,-0.0066493366
0.5258887635,-0.0066642534
0.5259853139,-0.0066792368
0.5260818644,-0.0066942887
0.5261784148,-0.0067094105
0.5262749652,-0.0067246042
0.5263715156,-0.0067398712
0.5264680660,-0.0067552133
0.5265646165,-0.0067706322
0.5266611669,-0.0067861296
0.5267577173,-0.0068017071
0.5268542677,-0.0068173664
0.5269508181,-0.0068331092
0.5270473685,-0.0068489371
0.5271439189,-0.0068648519
0.5272404694,-0.0068808553
0.5273370198,-0.0068969488
0.5274335702,-0.0069131342
0.5275301206,-0.0069294132
0.5276266710,-0.0069457874
0.5277232214,-0.0069621875
0.5278197718,-0.0069785427
0.5279163222,-0.0069948527
0.5280128726,-0.0070111172
0.5281094229,-0.0070273362
0.5282059733,-0.0070435091
0.5283025237,-0.0070596359
0.5283990741,-0.0070757162
0.5284956245,-0.0070917498
0.5285921749,-0.0071077365
0.5286887253,-0.0071236759
0.5287852757,-0.0071395678
0.5288818260,-0.0071554119
0.5289783764,-0.0071712080
0.5290749268,-0.0071869559
0.5291714772,-0.0072026552
0.5292680275,-0.0072183057
0.5293645779,-0.0072339548
0.5294611283,-0.0072495665
0.5295576787,-0.0072651311
0.5296542290,-0.0072806482
0.5297507794,-0.0072961176
0.5298473298,-0.0073115391
0.5299438801,-0.0073269123
0.5300404305,-0.0073422372
0.5301369808,-0.0073575132
0.5302335312,-0.0073727403
0.5303300816,-0.0073879182
0.5304266319,-0.0074030465
0.5305231823,-0.0074181251
0.5306197326,-0.0074331537
0.5307162830,-0.0074481319
0.5308128333,-0.0074630597
0.5309093837,-0.0074779366
0.5310059340,-0.0074927624
0.5311024844,-0.0075075370
0.5311990347,-0.0075222599
0.5312955851,-0.0075369310
0.5313921354,-0.0075515500
0.5314886858,-0.0075661166
0.5315852361,-0.0075806306
0.5316817864,-0.0075950917
0.5317783368,-0.0076094996
0.5318748871,-0.0076238542
0.5319714374,-0.0076381551
0.5320679878,-0.0076524020
0.5321645381,-0.0076665948
0.5322610884,-0.0076807331
0.5323576387,-0.0076948167
0.5324541891,-0.0077088454
0.5325507394,-0.0077228188
0.5326472897,-0.0077367367
0.5327438400,-0.0077505989
0.5328403904,-0.0077644051
0.5329369407,-0.0077781550
0.5330334910,-0.0077918484
0.5331300413,-0.0078054850
0.5332265916,-0.0078190645
0.5333231419,-0.0078326549
0.5334196922,-0.0078462860
0.5335162425,-0.0078598670
0.5336127929,-0.0078733976
0.5337093432,-0.0078868776
0.5338058935,-0.0079003067
0.5339024438,-0.0079136845
0.5339989941,-0.0079270110
0.5340955444,-0.0079402857
0.5341920947,-0.0079535085
0.5342886450,-0.0079666791
0.5343851953,-0.0079797972
0.5344817456,-0.0079928626
0.5345782959,-0.0080058750
0.5346748462,-0.0080188341
0.5347713965,-0.0080317397
0.5348679468,-0.0080445916
0.5349644971,-0.0080573894
0.5350610473,-0.0080701329
0.5351575976,-0.0080828219
0.5352541479,-0.0080954561
0.5353506982,-0.0081080351
0.5354472485,-0.0081205589
0.5355437988,-0.0081330270
0.5356403490,-0.0081454394
0.5357368993,-0.0081577955
0.5358334496,-0.0081700954
0.5359299999,-0.0081823385
0.5360265502,-0.0081945248
0.5361231004,-0.0082066540
0.5362196507,-0.0082187257
0.5363162010,-0.0082307397
0.5364127512,-0.0082426958
0.5365093015,-0.0082545937
0.5366058518,-0.0082664332
0.5367024020,-0.0082782139
0.5367989523,-0.0082899357
0.5368955026,-0.0083015983
0.5369920528,-0.0083132013
0.5370886031,-0.0083247446
0.5371851533,-0.0083362279
0.5372817036,-0.0083476533
0.5373782539,-0.0083591775
0.5374748041,-0.0083706486
0.5375713544,-0.0083820662
0.5376679046,-0.0083934301
0.5377644549,-0.0084047400
0.5378610051,-0.0084159958
0.5379575554,-0.0084271970
0.5380541056,-0.0084383436
0.5381506559,-0.0084494351
0.5382472061,-0.0084604714
0.5383437564,-0.0084714522
0.5384403066,-0.0084823772
0.5385368569,-0.0084932462
0.5386334071,-0.0085040588
0.5387299574,-0.0085148150
0.5388265076,-0.0085255143
0.5389230579,-0.0085361565
0.5390196081,-0.0085467414
0.5391161583,-0.0085572687
0.5392127086,-0.0085677381
0.5393092588,-0.0085781495
0.5394058090,-0.0085885024
0.5395023593,-0.0085987968
0.5395989095,-0.0086090322
0.5396954597,-0.0086192085
0.5397920100,-0.0086293253
0.5398885602,-0.0086393825
0.5399851104,-0.0086493798
0.5400816607,-0.0086593168
0.5401782109,-0.0086691934
0.5402747611,-0.0086790093
0.5403713113,-0.0086887642
0.5404678615,-0.0086984579
0.5405644118,-0.0087080900
0.5406609620,-0.0087176605
0.5407575122,-0.0087271689
0.5408540624,-0.0087366150
0.5409506126,-0.0087461269
0.5410471629,-0.0087556270
0.5411437131,-0.0087650731
0.5412402633,-0.0087744649
0.5413368135,-0.0087838021
0.5414333637,-0.0087930845
0.5415299139,-0.0088023119
0.5416264642,-0.0088114838
0.5417230144,-0.0088206002
0.5418195646,-0.0088296608
0.5419161148,-0.0088386652
0.5420126650,-0.0088476132
0.5421092152,-0.0088565046
0.5422057654,-0.0088653392
0.5423023156,-0.0088741165
0.5423988658,-0.0088828364
0.5424954160,-0.0088914987
0.5425919662,-0.0089001030
0.5426885164,-0.0089086491
0.5427850666,-0.0089171368
0.5428816168,-0.0089255657
0.5429781670,-0.0089339357
0.5430747172,-0.0089422464
0.5431712674,-0.0089504976
0.5432678176,-0.0089586891
0.5433643678,-0.0089668205
0.5434609180,-0.0089748917
0.5435574682,-0.0089829023
0.5436540184,-0.0089908521
0.5437505686,-0.0089987409
0.5438471188,-0.0090065683
0.5439436690,-0.0090143342
0.5440402192,-0.0090220382
0.5441367694,-0.0090296801
0.5442333195,-0.0090372597
0.5443298697,-0.0090447766
0.5444264199,-0.0090522307
0.5445229701,-0.0090597215
0.5446195203,-0.0090672645
0.5447160705,-0.0090747549
0.5448126207,-0.0090821924
0.5449091709,-0.0090895766
0.5450057210,-0.0090969074
0.5451022712,-0.0091041845
0.5451988214,-0.0091114076
0.5452953716,-0.0091185765
0.5453919218,-0.0091256909
0.5454884720,-0.0091327506
0.5455850221,-0.0091397552
0.5456815723,-0.0091467046
0.5457781225,-0.0091535984
0.5458746727,-0.0091604364
0.5459712229,-0.0091672184
0.5460677730,-0.0091739441
0.5461643232,-0.0091806132
0.5462608734,-0.0091872254
0.5463574236,-0.0091937806
0.5464539738,-0.0092002784
0.5465505239,-0.0092067186
0.5466470741,-0.0092131009
0.5467436243,-0.0092194251
