x_p,delta_V
0.3573113619,0.0070620950
0.3574079130,0.0071235714
0.3575044642,0.0071850921
0.3576010153,0.0072466572
0.3576975664,0.0073082668
0.3577941176,0.0073699211
0.3578906687,0.0074316201
0.3579872198,0.0074933640
0.3580837709,0.0075551530
0.3581803220,0.0076169640
0.3582768731,0.0076787975
0.3583734242,0.0077406735
0.3584699753,0.0078025921
0.3585665264,0.0078645535
0.3586630775,0.0079265578
0.3587596286,0.0079886051
0.3588561797,0.0080506957
0.3589527307,0.0081128296
0.3590492818,0.0081750069
0.3591458328,0.0082372277
0.3592423839,0.0082994923
0.3593389349,0.0083618008
0.3594354860,0.0084241532
0.3595320370,0.0084865497
0.3596285880,0.0085489905
0.3597251391,0.0086114756
0.3598216901,0.0086740053
0.3599182411,0.0087365796
0.3600147921,0.0087991986
0.3601113431,0.0088618626
0.3602078941,0.0089245716
0.3603044451,0.0089873258
0.3604009961,0.0090501253
0.3604975471,0.0091129702
0.3605940981,0.0091758607
0.3606906490,0.0092387969
0.3607872000,0.0093017789
0.3608837510,0.0093648069
0.3609803019,0.0094278426
0.3610768529,0.0094906637
0.3611734038,0.0095535118
0.3612699548,0.0096163867
0.3613665057,0.0096792889
0.3614630566,0.0097422182
0.3615596076,0.0098051750
0.3616561585,0.0098681592
0.3617527094,0.0099311711
0.3618492603,0.0099942108
0.3619458112,0.0100572784
0.3620423621,0.0101203741
0.3621389130,0.0101834979
0.3622354639,0.0102466500
0.3623320148,0.0103098306
0.3624285657,0.0103730397
0.3625251166,0.0104362776
0.3626216675,0.0104995443
0.3627182183,0.0105628400
0.3628147692,0.0106261648
0.3629113201,0.0106895188
0.3630078709,0.0107529022
0.3631044218,0.0108163151
0.3632009726,0.0108797576
0.3632975235,0.0109432299
0.3633940743,0.0110067321
0.3634906251,0.0110702644
0.3635871760,0.0111338268
0.3636837268,0.0111974195
0.3637802776,0.0112610426
0.3638768284,0.0113244826
0.3639733792,0.0113878604
0.3640699300,0.0114512499
0.3641664808,0.0115146511
0.3642630316,0.0115780641
0.3643595824,0.0116414891
0.3644561332,0.0117049263
0.3645526840,0.0117683757
0.3646492348,0.0118318375
0.3647457855,0.0118953118
0.3648423363,0.0119587987
0.3649388871,0.0120222985
0.3650354378,0.0120858112
0.3651319886,0.0121493369
0.3652285394,0.0122128758
0.3653250901,0.0122764280
0.3654216408,0.0123399937
0.3655181916,0.0124035730
0.3656147423,0.0124671660
0.3657112930,0.0125307728
0.3658078438,0.0125943936
0.3659043945,0.0126580285
0.3660009452,0.0127216777
0.3660974959,0.0127853413
0.3661940466,0.0128490193
0.3662905973,0.0129127120
0.3663871480,0.0129764195
0.3664836987,0.0130401419
0.3665802494,0.0131038793
0.3666768001,0.0131675143
0.3667733508,0.0132309223
0.3668699015,0.0132943225
0.3669664521,0.0133577151
0.3670630028,0.0134211003
0.3671595535,0.0134844782
0.3672561042,0.0135478488
0.3673526548,0.0136112124
0.3674492055,0.0136745691
0.3675457561,0.0137379189
0.3676423068,0.0138012621
0.3677388574,0.0138645988
0.3678354081,0.0139279291
0.3679319587,0.0139912531
0.3680285093,0.0140545709
0.3681250600,0.0141178828
0.3682216106,0.0141811888
0.3683181612,0.0142444891
0.3684147118,0.0143077838
0.3685112624,0.0143710730
0.3686078130,0.0144343568
0.3687043636,0.0144976355
0.3688009142,0.0145609091
0.3688974648,0.0146241777
0.3689940154,0.0146874415
0.3690905660,0.0147507007
0.3691871166,0.0148139553
0.3692836672,0.0148772055
0.3693802177,0.0149404515
0.3694767683,0.0150036933
0.3695733189,0.0150665765
0.3696698695,0.0151294113
0.3697664200,0.0151922176
0.3698629706,0.0152549956
0.3699595211,0.0153177454
0.3700560717,0.0153804672
0.3701526223,0.0154431609
0.3702491728,0.0155058269
0.3703457233,0.0155684653
0.3704422739,0.0156310760
0.3705388244,0.0156936594
0.3706353750,0.0157562155
0.3707319255,0.0158187445
0.3708284760,0.0158812464
0.3709250265,0.0159437215
0.3710215771,0.0160061699
0.3711181276,0.0160685916
0.3712146781,0.0161309868
0.3713112286,0.0161933557
0.3714077791,0.0162556984
0.3715043296,0.0163180150
0.3716008801,0.0163803057
0.3716974306,0.0164425706
0.3717939811,0.0165048097
0.3718905316,0.0165670233
0.3719870820,0.0166292115
0.3720836325,0.0166913745
0.3721801830,0.0167535122
0.3722767335,0.0168156250
0.3723732839,0.0168775653
0.3724698344,0.0169393387
0.3725663849,0.0170010595
0.3726629353,0.0170627268
0.3727594858,0.0171243399
0.3728560363,0.0171858980
0.3729525867,0.0172474003
0.3730491372,0.0173088461
0.3731456876,0.0173702346
0.3732422381,0.0174315649
0.3733387885,0.0174928364
0.3734353389,0.0175540482
0.3735318894,0.0176151997
0.3736284398,0.0176762899
0.3737249902,0.0177373182
0.3738215407,0.0177982837
0.3739180911,0.0178591857
0.3740146415,0.0179200235
0.3741111919,0.0179807961
0.3742077424,0.0180415030
0.3743042928,0.0181021432
0.3744008432,0.0181627160
0.3744973936,0.0182232207
0.3745939440,0.0182836565
0.3746904944,0.0183440225
0.3747870448,0.0184043181
0.3748835952,0.0184645424
0.3749801456,0.0185246947
0.3750766960,0.0185847742
0.3751732464,0.0186447823
0.3752697968,0.0187047288
0.3753663471,0.0187646017
0.3754628975,0.0188244002
0.3755594479,0.0188841237
0.3756559983,0.0189437713
0.3757525487,0.0190033424
0.3758490990,0.0190628362
0.3759456494,0.0191222521
0.3760421998,0.0191815892
0.3761387501,0.0192408469
0.3762353005,0.0193000244
0.3763318508,0.0193591211
0.3764284012,0.0194181361
0.3765249515,0.0194770688
0.3766215019,0.0195359184
0.3767180522,0.0195946843
0.3768146026,0.0196533656
0.3769111529,0.0197119617
0.3770077033,0.0197704718
0.3771042536,0.0198288952
0.3772008040,0.0198872312
0.3772973543,0.0199454790
0.3773939046,0.0200036380
0.3774904549,0.0200617074
0.3775870053,0.0201196865
0.3776835556,0.0201775746
0.3777801059,0.0202353708
0.3778766562,0.0202930746
0.3779732066,0.0203506851
0.3780697569,0.0204082258
0.3781663072,0.0204656823
0.3782628575,0.0205230468
0.3783594078,0.0205803185
0.3784559581,0.0206374969
0.3785525084,0.0206945813
0.3786490587,0.0207515712
0.3787456090,0.0208084659
0.3788421593,0.0208652647
0.3789387096,0.0209219672
0.3790352599,0.0209785726
0.3791318102,0.0210350804
0.3792283605,0.0210914898
0.3793249108,0.0211478004
0.3794214611,0.0212040115
0.3795180114,0.0212601224
0.3796145617,0.0213161325
0.3797111119,0.0213720413
0.3798076622,0.0214278481
0.3799042125,0.0214835523
0.3800007628,0.0215391532
0.3800973130,0.0215946503
0.3801938633,0.0216500429
0.3802904136,0.0217053304
0.3803869639,0.0217605122
0.3804835141,0.0218155876
0.3805800644,0.0218705561
0.3806766147,0.0219254171
0.3807731649,0.0219801698
0.3808697152,0.0220347994
0.3809662654,0.0220892914
0.3810628157,0.0221436691
0.3811593659,0.0221979319
0.3812559162,0.0222520790
0.3813524665,0.0223061095
0.3814490167,0.0223600229
0.3815455670,0.0224138182
0.3816421172,0.0224674949
0.3817386674,0.0225210520
0.3818352177,0.0225744888
0.3819317679,0.0226278047
0.3820283182,0.0226809987
0.3821248684,0.0227340703
0.3822214187,0.0227870186
0.3823179689,0.0228398428
0.3824145191,0.0228925423
0.3825110694,0.0229451163
0.3826076196,0.0229975639
0.3827041698,0.0230498845
0.3828007201,0.0231020773
0.3828972703,0.0231536009
0.3829938205,0.0232039183
0.3830903707,0.0232530356
0.3831869210,0.0233009587
0.3832834712,0.0233476935
0.3833800214,0.0233932461
0.3834765716,0.0234376222
0.3835731218,0.0234808281
0.3836696721,0.0235228694
0.3837662223,0.0235637236
0.3838627725,0.0236034315
0.3839593227,0.0236420011
0.3840558729,0.0236794391
0.3841524231,0.0237157524
0.3842489734,0.0237509480
0.3843455236,0.0237850326
0.3844420738,0.0238180131
0.3845386240,0.0238498963
0.3846351742,0.0238806890
0.3847317244,0.0239103982
0.3848282746,0.0239390306
0.3849248248,0.0239665932
0.3850213750,0.0239930927
0.3851179252,0.0240185360
0.3852144754,0.0240429300
0.3853110256,0.0240662814
0.3854075758,0.0240885972
0.3855041260,0.0241098842
0.3856006762,0.0241301492
0.3856972264,0.0241493990
0.3857937766,0.0241676406
0.3858903268,0.0241848808
0.3859868770,0.0242011263
0.3860834272,0.0242163842
0.3861799773,0.0242306611
0.3862765275,0.0242439640
0.3863730777,0.0242562997
0.3864696279,0.0242676750
0.3865661781,0.0242778994
0.3866627283,0.0242870100
0.3867592785,0.0242951577
0.3868558286,0.0243023493
0.3869523788,0.0243085916
0.3870489290,0.0243138915
0.3871454792,0.0243182559
0.3872420294,0.0243216915
0.3873385796,0.0243242053
0.3874351297,0.0243258041
0.3875316799,0.0243264947
0.3876282301,0.0243262840
0.3877247803,0.0243251788
0.3878213305,0.0243231860
0.3879178806,0.0243203123
0.3880144308,0.0243165648
0.3881109810,0.0243119501
0.3882075312,0.0243064752
0.3883040813,0.0243001468
0.3884006315,0.0242929720
0.3884971817,0.0242849574
0.3885937319,0.0242761099
0.3886902820,0.0242664364
0.3887868322,0.0242559437
0.3888833824,0.0242446387
0.3889799325,0.0242325282
0.3890764827,0.0242196191
0.3891730329,0.0242059182
0.3892695830,0.0241914323
0.3893661332,0.0241761206
0.3894626834,0.0241597998
0.3895592335,0.0241426961
0.3896557837,0.0241248162
0.3897523339,0.0241061670
0.3898488840,0.0240867553
0.3899454342,0.0240665881
0.3900419844,0.0240456721
0.3901385345,0.0240240142
0.3902350847,0.0240016212
0.3903316349,0.0239785000
0.3904281850,0.0239546574
0.3905247352,0.0239301003
0.3906212854,0.0239048356
0.3907178355,0.0238788700
0.3908143857,0.0238522104
0.3909109359,0.0238248636
0.3910074860,0.0237968366
0.3911040362,0.0237681361
0.3912005863,0.0237387690
0.3912971365,0.0237087421
0.3913936867,0.0236780623
0.3914902368,0.0236467365
0.3915867870,0.0236147714
0.3916833371,0.0235821739
0.3917798873,0.0235489510
0.3918764375,0.0235151093
0.3919729876,0.0234806558
0.3920695378,0.0234455973
0.3921660879,0.0234099406
0.3922626381,0.0233735054
0.3923591882,0.0233364181
0.3924557384,0.0232987372
0.3925522886,0.0232604695
0.3926488387,0.0232216221
0.3927453889,0.0231822015
0.3928419391,0.0231422148
0.3929384892,0.0231016688
0.3930350394,0.0230605703
0.3931315895,0.0230189261
0.3932281397,0.0229767431
0.3933246899,0.0229340282
0.3934212400,0.0228907881
0.3935177902,0.0228470298
0.3936143403,0.0228027601
0.3937108905,0.0227579858
0.3938074407,0.0227127138
0.3939039908,0.0226669509
0.3940005410,0.0226207040
0.3940970911,0.0225739798
0.3941936413,0.0225267854
0.3942901915,0.0224791274
0.3943867416,0.0224310128
0.3944832918,0.0223824484
0.3945798419,0.0223334410
0.3946763921,0.0222839976
0.3947729422,0.0222341248
0.3948694924,0.0221838296
0.3949660426,0.0221331189
0.3950625927,0.0220819321
0.3951591429,0.0220302263
0.3952556931,0.0219781136
0.3953522432,0.0219256009
0.3954487934,0.0218726950
0.3955453435,0.0218194028
0.3956418937,0.0217657311
0.3957384439,0.0217116867
0.3958349940,0.0216572766
0.3959315442,0.0216025075
0.3960280944,0.0215473862
0.3961246445,0.0214919198
0.3962211947,0.0214361149
0.3963177449,0.0213799784
0.3964142950,0.0213235172
0.3965108452,0.0212667381
0.3966073954,0.0212096480
0.3967039455,0.0211522537
0.3968004957,0.0210945621
0.3968970459,0.0210365799
0.3969935960,0.0209783141
0.3970901462,0.0209197715
0.3971866964,0.0208609590
0.3972832465,0.0208018833
0.3973797967,0.0207425514
0.3974763469,0.0206829700
0.3975728970,0.0206231461
0.3976694472,0.0205630865
0.3977659974,0.0205027979
0.3978625475,0.0204422873
0.3979590977,0.0203814601
0.3980556479,0.0203204128
0.3981521980,0.0202591534
0.3982487482,0.0201976883
0.3983452984,0.0201360241
0.3984418486,0.0200741672
0.3985383987,0.0200121242
0.3986349489,0.0199499015
0.3987314991,0.0198875057
0.3988280493,0.0198249433
0.3989245994,0.0197622207
0.3990211496,0.0196993446
0.3991176998,0.0196363213
0.3992142500,0.0195731574
0.3993108002,0.0195098595
0.3994073503,0.0194464339
0.3995039005,0.0193828873
0.3996004507,0.0193192261
0.3996970009,0.0192554568
0.3997935511,0.0191915859
0.3998901012,0.0191276200
0.3999866514,0.0190635656
0.4000832016,0.0189994291
0.4001797518,0.0189352170
0.4002763020,0.0188709359
0.4003728522,0.0188065923
0.4004694024,0.0187421927
0.4005659526,0.0186777435
0.4006625027,0.0186132513
0.4007590529,0.0185487320
0.4008556031,0.0184841906
0.4009521533,0.0184196273
0.4010487035,0.0183550487
0.4011452537,0.0182904614
0.4012418039,0.0182258720
0.4013383541,0.0181612870
0.4014349043,0.0180967129
0.4015314545,0.0180321564
0.4016280047,0.0179676239
0.4017245549,0.0179031221
0.4018211051,0.0178386575
0.4019176553,0.0177742367
0.4020142055,0.0177098662
0.4021107557,0.0176455526
0.4022073059,0.0175813024
0.4023038561,0.0175171222
0.4024004063,0.0174530186
0.4024969565,0.0173889981
0.4025935067,0.0173250673
0.4026900569,0.0172612328
0.4027866071,0.0171975010
0.4028831573,0.0171338786
0.4029797075,0.0170703721
0.4030762577,0.0170069881
0.4031728079,0.0169437332
0.4032693581,0.0168806138
0.4033659083,0.0168176366
0.4034624585,0.0167548081
0.4035590087,0.0166921385
0.4036555590,0.0166296466
0.4037521092,0.0165673249
0.4038486594,0.0165051803
0.4039452096,0.0164432191
0.4040417598,0.0163814482
0.4041383100,0.0163198741
0.4042348603,0.0162585035
0.4043314105,0.0161973428
0.4044279607,0.0161363989
0.4045245109,0.0160756783
0.4046210611,0.0160151876
0.4047176114,0.0159549334
0.4048141616,0.0158949224
0.4049107118,0.0158351612
0.4050072620,0.0157756565
0.4051038123,0.0157164147
0.4052003625,0.0156574426
0.4052969127,0.0155987468
0.4053934629,0.0155403339
0.4054900132,0.0154822106
0.4055865634,0.0154243834
0.4056831136,0.0153668589
0.4057796639,0.0153096439
0.4058762141,0.0152527448
0.4059727643,0.0151961684
0.4060693146,0.0151399213
0.4061658648,0.0150840101
0.4062624151,0.0150284413
0.4063589653,0.0149732217
0.4064555155,0.0149183104
0.4065520658,0.0148637441
0.4066486160,0.0148095407
0.4067451663,0.0147557064
0.4068417165,0.0147022479
0.4069382668,0.0146491714
0.4070348170,0.0145964834
0.4071313673,0.0145441904
0.4072279175,0.0144922987
0.4073244678,0.0144408149
0.4074210180,0.0143897452
0.4075175683,0.0143390962
0.4076141185,0.0142888742
0.4077106688,0.0142390857
0.4078072190,0.0141897371
0.4079037693,0.0141408349
0.4080003196,0.0140923854
0.4080968698,0.0140443951
0.4081934201,0.0139968704
0.4082899703,0.0139498177
0.4083865206,0.0139032435
0.4084830709,0.0138571542
0.4085796211,0.0138115562
0.4086761714,0.0137664559
0.4087727217,0.0137218597
0.4088692719,0.0136777741
0.4089658222,0.0136342056
0.4090623725,0.0135911604
0.4091589228,0.0135486451
0.4092554730,0.0135067588
0.4093520233,0.0134655694
0.4094485736,0.0134249532
0.4095451239,0.0133849175
0.4096416741,0.0133454695
0.4097382244,0.0133066163
0.4098347747,0.0132683652
0.4099313250,0.0132307235
0.4100278753,0.0131936982
0.4101244256,0.0131572967
0.4102209758,0.0131215261
0.4103175261,0.0130863936
0.4104140764,0.0130519064
0.4105106267,0.0130180719
0.4106071770,0.0129848970
0.4107037273,0.0129523891
0.4108002776,0.0129205555
0.4108968279,0.0128894031
0.4109933782,0.0128589394
0.4110899285,0.0128291715
0.4111864788,0.0128001065
0.4112830291,0.0127717518
0.4113795794,0.0127441145
0.4114761297,0.0127172019
0.4115726800,0.0126910210
0.4116692303,0.0126655793
0.4117657806,0.0126408837
0.4118623309,0.0126165034
0.4119588812,0.0125920039
0.4120554315,0.0125673859
0.4121519818,0.0125424064
0.4122485321,0.0125172943
0.4123450825,0.0124920512
0.4124416328,0.0124666790
0.4125381831,0.0124411797
0.4126347334,0.0124155549
0.4127312837,0.0123898066
0.4128278341,0.0123639365
0.4129243844,0.0123379464
0.4130209347,0.0123118383
0.4131174850,0.0122856139
0.4132140354,0.0122592751
0.4133105857,0.0122328237
0.4134071360,0.0122062615
0.4135036863,0.0121795904
0.4136002367,0.0121528121
0.4136967870,0.0121259286
0.4137933373,0.0120989415
0.4138898877,0.0120718529
0.4139864380,0.0120446644
0.4140829883,0.0120173780
0.4141795387,0.0119899954
0.4142760890,0.0119625185
0.4143726394,0.0119349491
0.4144691897,0.0119072890
0.4145657401,0.0118795401
0.4146622904,0.0118517042
0.4147588408,0.0118237831
0.4148553911,0.0117957786
0.4149519415,0.0117677706
0.4150484918,0.0117397393
0.4151450422,0.0117116387
0.4152415925,0.0116834705
0.4153381429,0.0116552367
0.4154346932,0.0116269389
0.4155312436,0.0115985791
0.4156277939,0.0115701591
0.4157243443,0.0115416807
0.4158208947,0.0115131457
0.4159174450,0.0114845560
0.4160139954,0.0114559134
0.4161105458,0.0114272197
0.4162070961,0.0113984768
0.4163036465,0.0113696864
0.4164001969,0.0113408505
0.4164967473,0.0113119707
0.4165932976,0.0112830491
0.4166898480,0.0112540873
0.4167863984,0.0112250873
0.4168829488,0.0111960508
0.4169794991,0.0111669797
0.4170760495,0.0111378757
0.4171725999,0.0111087409
0.4172691503,0.0110795768
0.4173657007,0.0110503855
0.4174622511,0.0110211687
0.4175588015,0.0109919283
0.4176553518,0.0109626660
0.4177519022,0.0109333777
0.4178484526,0.0109040482
0.4179450030,0.0108747004
0.4180415534,0.0108453362
0.4181381038,0.0108159574
0.4182346542,0.0107865659
0.4183312046,0.0107571635
0.4184277550,0.0107277520
0.4185243054,0.0106983332
0.4186208558,0.0106689091
0.4187174062,0.0106394813
0.4188139566,0.0106100517
0.4189105071,0.0105806222
0.4190070575,0.0105511946
0.4191036079,0.0105217707
0.4192001583,0.0104923523
0.4192967087,0.0104629414
0.4193932591,0.0104335396
0.4194898095,0.0104041488
0.4195863600,0.0103747709
0.4196829104,0.0103454077
0.4197794608,0.0103160610
0.4198760112,0.0102867327
0.4199725616,0.0102574245
0.4200691121,0.0102281383
0.4201656625,0.0101988759
0.4202622129,0.0101696392
0.4203587634,0.0101404300
0.4204553138,0.0101112501
0.4205518642,0.0100821013
0.4206484147,0.0100530893
0.4207449651,0.0100241428
0.4208415155,0.0099952412
0.4209380660,0.0099663865
0.4210346164,0.0099375805
0.4211311669,0.0099088250
0.4212277173,0.0098801218
0.4213242677,0.0098514728
0.4214208182,0.0098228797
0.4215173686,0.0097943445
0.4216139191,0.0097658690
0.4217104695,0.0097374549
0.4218070200,0.0097091041
0.4219035705,0.0096808184
0.4220001209,0.0096525997
0.4220966714,0.0096244498
0.4221932218,0.0095963705
0.4222897723,0.0095683637
0.4223863227,0.0095404312
0.4224828732,0.0095125747
0.4225794237,0.0094847962
0.4226759741,0.0094570974
0.4227725246,0.0094294802
0.4228690751,0.0094019465
0.4229656255,0.0093744980
0.4230621760,0.0093471365
0.4231587265,0.0093198640
0.4232552770,0.0092926822
0.4233518274,0.0092655930
0.4234483779,0.0092386911
0.4235449284,0.0092120228
0.4236414789,0.0091854673
0.4237380294,0.0091590264
0.4238345798,0.0091327020
0.4239311303,0.0091064959
0.4240276808,0.0090804098
0.4241242313,0.0090544457
0.4242207818,0.0090286054
0.4243173323,0.0090028906
0.4244138828,0.0089773033
0.4245104333,0.0089518452
0.4246069838,0.0089265182
0.4247035343,0.0089013241
0.4248000848,0.0088762647
0.4248966353,0.0088513419
0.4249931858,0.0088265575
0.4250897363,0.0088019133
0.4251862868,0.0087774112
0.4252828373,0.0087530529
0.4253793878,0.0087288403
0.4254759383,0.0087047753
0.4255724888,0.0086808596
0.4256690393,0.0086570952
0.4257655898,0.0086334837
0.4258621404,0.0086100271
0.4259586909,0.0085867271
0.4260552414,0.0085635857
0.4261517919,0.0085406046
0.4262483424,0.0085177860
0.4263448929,0.0084951430
0.4264414435,0.0084726670
0.4265379940,0.0084503599
0.4266345445,0.0084282236
0.4267310951,0.0084062599
0.4268276456,0.0083844707
0.4269241961,0.0083628578
0.4270207466,0.0083414232
0.4271172972,0.0083201687
0.4272138477,0.0082990961
0.4273103983,0.0082782073
0.4274069488,0.0082575043
0.4275034993,0.0082369888
0.4276000499,0.0082166627
0.4276966004,0.0081965280
0.4277931510,0.0081765864
0.4278897015,0.0081568398
0.4279862521,0.0081372902
0.4280828026,0.0081179393
0.4281793532,0.0080987891
0.4282759037,0.0080798413
0.4283724543,0.0080610980
0.4284690048,0.0080425609
0.4285655554,0.0080242319
0.4286621059,0.0080061128
0.4287586565,0.0079882057
0.4288552070,0.0079705122
0.4289517576,0.0079530343
0.4290483082,0.0079357739
0.4291448587,0.0079187320
0.4292414093,0.0079019107
0.4293379599,0.0078853124
0.4294345104,0.0078689388
0.4295310610,0.0078527920
0.4296276116,0.0078368736
0.4297241622,0.0078211856
0.4298207127,0.0078057298
0.4299172633,0.0077905082
0.4300138139,0.0077755225
0.4301103645,0.0077607747
0.4302069150,0.0077462665
0.4303034656,0.0077319999
0.4304000162,0.0077179768
0.4304965668,0.0077041989
0.4305931174,0.0076906682
0.4306896680,0.0076773865
0.4307862186,0.0076643557
0.4308827692,0.0076515777
0.4309793197,0.0076390542
0.4310758703,0.0076267872
0.4311724209,0.0076147786
0.4312689715,0.0076030302
0.4313655221,0.0075915438
0.4314620727,0.0075803213
0.4315586233,0.0075693647
0.4316551739,0.0075586757
0.4317517245,0.0075482562
0.4318482751,0.0075381081
0.4319448257,0.0075282969
0.4320413764,0.0075189855
0.4321379270,0.0075099795
0.4322344776,0.0075012818
0.4323310282,0.0074928951
0.4324275788,0.0074848223
0.4325241294,0.0074770661
0.4326206800,0.0074696293
0.4327172306,0.0074625148
0.4328137813,0.0074557253
0.4329103319,0.0074492636
0.4330068825,0.0074431325
0.4331034331,0.0074373348
0.4331999838,0.0074318734
0.4332965344,0.0074267509
0.4333930850,0.0074219702
0.4334896356,0.0074175340
0.4335861863,0.0074134453
0.4336827369,0.0074097067
0.4337792875,0.0074063210
0.4338758382,0.0074032912
0.4339723888,0.0074006198
0.4340689394,0.0073983098
0.4341654901,0.0073963640
0.4342620407,0.0073947851
0.4343585914,0.0073935759
0.4344551420,0.0073927392
0.4345516927,0.0073922778
0.4346482433,0.0073921945
0.4347447939,0.0073924922
0.4348413446,0.0073930374
0.4349378952,0.0073939279
0.4350344459,0.0073951909
0.4351309966,0.0073968285
0.4352275472,0.0073988430
0.4353240979,0.0074012368
0.4354206485,0.0074040119
0.4355171992,0.0074071708
0.4356137498,0.0074107156
0.4357103005,0.0074146485
0.4358068512,0.0074189720
0.4359034018,0.0074236881
0.4359999525,0.0074287992
0.4360965032,0.0074343075
0.4361930538,0.0074402152
0.4362896045,0.0074465247
0.4363861552,0.0074532382
0.4364827058,0.0074603578
0.4365792565,0.0074678860
0.4366758072,0.0074758249
0.4367723579,0.0074841768
0.4368689085,0.0074929439
0.4369654592,0.0075021285
0.4370620099,0.0075117329
0.4371585606,0.0075217592
0.4372551113,0.0075322099
0.4373516619,0.0075430870
0.4374482126,0.0075543929
0.4375447633,0.0075661298
0.4376413140,0.0075782425
0.4377378647,0.0075907088
0.4378344154,0.0076035993
0.4379309661,0.0076169158
0.4380275168,0.0076306601
0.4381240675,0.0076448340
0.4382206182,0.0076594394
0.4383171688,0.0076744780
0.4384137195,0.0076899517
0.4385102702,0.0077058623
0.4386068209,0.0077222116
0.4387033716,0.0077390014
0.4387999224,0.0077562335
0.4388964731,0.0077739097
0.4389930238,0.0077920318
0.4390895745,0.0078106018
0.4391861252,0.0078296213
0.4392826759,0.0078490922
0.4393792266,0.0078690162
0.4394757773,0.0078893953
0.4395723280,0.0079102312
0.4396688787,0.0079315258
0.4397654295,0.0079532808
0.4398619802,0.0079754980
0.4399585309,0.0079981794
0.4400550816,0.0080213266
0.4401516323,0.0080449415
0.4402481831,0.0080690260
0.4403447338,0.0080935817
0.4404412845,0.0081186205
0.4405378352,0.0081443412
0.4406343860,0.0081705530
0.4407309367,0.0081972578
0.4408274874,0.0082245210
0.4409240382,0.0082524042
0.4410205889,0.0082809034
0.4411171396,0.0083100148
0.4412136904,0.0083397342
0.4413102411,0.0083700578
0.4414067918,0.0084009816
0.4415033426,0.0084325015
0.4415998933,0.0084646137
0.4416964440,0.0084973142
0.4417929948,0.0085305989
0.4418895455,0.0085644640
0.4419860963,0.0085989054
0.4420826470,0.0086339192
0.4421791978,0.0086695014
0.4422757485,0.0087056480
0.4423722993,0.0087423552
0.4424688500,0.0087796188
0.4425654008,0.0088174350
0.4426619515,0.0088557998
0.4427585023,0.0088947091
0.4428550530,0.0089341591
0.4429516038,0.0089741458
0.4430481546,0.0090146651
0.4431447053,0.0090557132
0.4432412561,0.0090972860
0.4433378068,0.0091396180
0.4434343576,0.0091826147
0.4435309084,0.0092261485
0.4436274591,0.0092702155
0.4437240099,0.0093148119
0.4438205607,0.0093599335
0.4439171114,0.0094055765
0.4440136622,0.0094517369
0.4441102130,0.0094984106
0.4442067637,0.0095455938
0.4443033145,0.0095932825
0.4443998653,0.0096414726
0.4444964161,0.0096901603
0.4445929668,0.0097393415
0.4446895176,0.0097890123
0.4447860684,0.0098391687
0.4448826192,0.0098898068
0.4449791700,0.0099409225
0.4450757207,0.0099925120
0.4451722715,0.0100445711
0.4452688223,0.0100970961
0.4453653731,0.0101500829
0.4454619239,0.0102035274
0.4455584747,0.0102574259
0.4456550255,0.0103117742
0.4457515763,0.0103665685
0.4458481270,0.0104218047
0.4459446778,0.0104774789
0.4460412286,0.0105335872
0.4461377794,0.0105900710
0.4462343302,0.0106468130
0.4463308810,0.0107039628
0.4464274318,0.0107615163
0.4465239826,0.0108194696
0.4466205334,0.0108778187
0.4467170842,0.0109365597
0.4468136350,0.0109956885
0.4469101858,0.0110552013
0.4470067366,0.0111150940
0.4471032874,0.0111753626
0.4471998382,0.0112360033
0.4472963891,0.0112970120
0.4473929399,0.0113583847
0.4474894907,0.0114201176
0.4475860415,0.0114822066
0.4476825923,0.0115446477
0.4477791431,0.0116074370
0.4478756939,0.0116705705
0.4479722447,0.0117340443
0.4480687956,0.0117978544
0.4481653464,0.0118619968
0.4482618972,0.0119264675
0.4483584480,0.0119912626
0.4484549988,0.0120563780
0.4485515496,0.0121218100
0.4486481005,0.0121875543
0.4487446513,0.0122536072
0.4488412021,0.0123199646
0.4489377529,0.0123866226
0.4490343038,0.0124532487
0.4491308546,0.0125200901
0.4492274054,0.0125871949
0.4493239563,0.0126545592
0.4494205071,0.0127221789
0.4495170579,0.0127900500
0.4496136088,0.0128581687
0.4497101596,0.0129265309
0.4498067104,0.0129951327
0.4499032613,0.0130639700
0.4499998121,0.0131330390
0.4500963629,0.0132023357
0.4501929138,0.0132718561
0.4502894646,0.0133415961
0.4503860154,0.0134115520
0.4504825663,0.0134817196
0.4505791171,0.0135520950
0.4506756680,0.0136226743
0.4507722188,0.0136934534
0.4508687697,0.0137644285
0.4509653205,0.0138355955
0.4510618714,0.0139069504
0.4511584222,0.0139784894
0.4512549731,0.0140502084
0.4513515239,0.0141221034
0.4514480748,0.0141941706
0.4515446256,0.0142664059
0.4516411765,0.0143388053
0.4517377273,0.0144113649
0.4518342782,0.0144839374
0.4519308290,0.0145564811
0.4520273799,0.0146291523
0.4521239308,0.0147019471
0.4522204816,0.0147748616
0.4523170325,0.0148478917
0.4524135833,0.0149210335
0.4525101342,0.0149942830
0.4526066851,0.0150676363
0.4527032359,0.0151410893
0.4527997868,0.0152146382
0.4528963376,0.0152882789
0.4529928885,0.0153620075
0.4530894394,0.0154358199
0.4531859902,0.0155097123
0.4532825411,0.0155836807
0.4533790920,0.0156577211
0.4534756429,0.0157318295
0.4535721937,0.0158060020
0.4536687446,0.0158802345
