# OCP of NMC532 (cathode) vs Li/Li+ digitized from https://real.hanyang.ac.kr/materials
# sto,ocp
0.355000,4.285820
0.355830,4.283670
0.356670,4.281520
0.357500,4.279610
0.358330,4.277710
0.359170,4.276140
0.360000,4.274400
0.360830,4.272660
0.361670,4.270910
0.362500,4.269190
0.363330,4.267470
0.364170,4.265790
0.365000,4.264070
0.365830,4.262350
0.366670,4.260580
0.367500,4.258860
0.368330,4.257140
0.369170,4.255430
0.370000,4.253740
0.370830,4.252050
0.371670,4.250420
0.372500,4.248730
0.373330,4.247040
0.374170,4.245300
0.375000,4.243620
0.375830,4.241930
0.376670,4.240270
0.377500,4.238600
0.378330,4.236930
0.379170,4.235260
0.380000,4.233590
0.380830,4.231910
0.381670,4.230250
0.382500,4.228580
0.383330,4.226900
0.384170,4.225230
0.385000,4.223560
0.385830,4.221890
0.386670,4.220200
0.387500,4.218550
0.388330,4.216890
0.389170,4.215270
0.390000,4.213630
0.390830,4.212000
0.391670,4.210360
0.392500,4.208720
0.393330,4.207090
0.394170,4.205430
0.395000,4.203810
0.395830,4.202190
0.396670,4.200600
0.397500,4.199000
0.398330,4.197390
0.399170,4.195790
0.400000,4.194180
0.400830,4.192580
0.401670,4.190980
0.402500,4.189370
0.403330,4.187770
0.404170,4.186140
0.405000,4.184550
0.405830,4.182970
0.406670,4.181420
0.407500,4.179840
0.408330,4.178270
0.409170,4.176710
0.410000,4.175130
0.410830,4.173560
0.411670,4.172000
0.412500,4.170420
0.413330,4.168830
0.414170,4.167200
0.415000,4.165610
0.415830,4.164020
0.416670,4.162480
0.417500,4.160900
0.418330,4.159310
0.419170,4.157690
0.420000,4.156080
0.420830,4.154470
0.421670,4.152870
0.422500,4.151270
0.423330,4.149670
0.424170,4.148060
0.425000,4.146450
0.425830,4.144850
0.426670,4.143230
0.427500,4.141650
0.428330,4.140060
0.429170,4.138520
0.430000,4.136930
0.430830,4.135350
0.431670,4.133720
0.432500,4.132120
0.433330,4.130510
0.434170,4.128890
0.435000,4.127310
0.435830,4.125720
0.436670,4.124160
0.437500,4.122600
0.438330,4.121020
0.439170,4.119470
0.440000,4.117880
0.440830,4.116290
0.441670,4.114650
0.442500,4.113070
0.443330,4.111480
0.444170,4.109910
0.445000,4.108350
0.445830,4.106800
0.446670,4.105300
0.447500,4.103740
0.448330,4.102190
0.449170,4.100580
0.450000,4.099030
0.450830,4.097480
0.451670,4.095960
0.452500,4.094420
0.453330,4.092880
0.454170,4.091340
0.455000,4.089800
0.455830,4.088270
0.456670,4.086730
0.457500,4.085190
0.458330,4.083660
0.459170,4.082120
0.460000,4.080580
0.460830,4.079040
0.461670,4.077490
0.462500,4.075970
0.463330,4.074450
0.464170,4.072960
0.465000,4.071460
0.465830,4.069960
0.466670,4.068450
0.467500,4.066950
0.468330,4.065440
0.469170,4.063940
0.470000,4.062440
0.470830,4.060930
0.471670,4.059410
0.472500,4.057920
0.473330,4.056440
0.474170,4.054980
0.475000,4.053510
0.475830,4.052040
0.476670,4.050570
0.477500,4.049100
0.478330,4.047630
0.479170,4.046160
0.480000,4.044680
0.480830,4.043210
0.481670,4.041720
0.482500,4.040270
0.483330,4.038820
0.484170,4.037410
0.485000,4.035960
0.485830,4.034510
0.486670,4.033000
0.487500,4.031550
0.488330,4.030100
0.489170,4.028670
0.490000,4.027240
0.490830,4.025800
0.491670,4.024360
0.492500,4.022920
0.493330,4.021490
0.494170,4.020050
0.495000,4.018610
0.495830,4.017180
0.496670,4.015720
0.497500,4.014310
0.498330,4.012880
0.499170,4.011500
0.500000,4.010090
0.500830,4.008690
0.501670,4.007310
0.502500,4.005880
0.503330,4.004460
0.504170,4.002990
0.505000,4.001570
0.505830,4.000150
0.506670,3.998770
0.507500,3.997360
0.508330,3.995960
0.509170,3.994550
0.510000,3.993150
0.510830,3.991750
0.511670,3.990340
0.512500,3.988940
0.513330,3.987530
0.514170,3.986130
0.515000,3.984730
0.515830,3.983320
0.516670,3.981900
0.517500,3.980510
0.518330,3.979130
0.519170,3.977770
0.520000,3.976400
0.520830,3.975030
0.521670,3.973680
0.522500,3.972290
0.523330,3.970910
0.524170,3.969460
0.525000,3.968080
0.525830,3.966700
0.526670,3.965340
0.527500,3.963970
0.528330,3.962600
0.529170,3.961230
0.530000,3.959860
0.530830,3.958490
0.531670,3.957120
0.532500,3.955750
0.533330,3.954380
0.534170,3.952990
0.535000,3.951640
0.535830,3.950280
0.536670,3.948960
0.537500,3.947630
0.538330,3.946290
0.539170,3.944950
0.540000,3.943620
